날짜,시가,고가,저가,종가,거래량,거래대금,등락률
2020-04-06,132000,145000,131000,145000,45854,6338505500,11.11
2020-04-07,145500,152000,144000,148500,52406,7740857500,2.41
2020-04-08,145000,153500,144000,148000,37529,5588065500,-0.34
2020-04-09,147500,153000,145500,149000,39796,5940174720,0.68
2020-04-10,147000,148000,145000,148000,27777,4058651500,-0.67
2020-04-13,145500,148000,139000,139000,32134,4571398500,-6.08
2020-04-14,139000,146500,138500,146500,33157,4774866500,5.4
2020-04-16,143000,148000,142500,147000,57266,8346959940,0.34
2020-04-17,145500,153500,145500,151000,39577,6012926665,2.72
2020-04-20,148000,154000,145500,145500,39377,5900944500,-3.64
2020-04-21,146500,148500,139500,143000,49019,7027702500,-1.72
2020-04-22,144000,146500,140500,146500,30210,4331392250,2.45
2020-04-23,146000,153000,145500,151500,37537,5603463500,3.41
2020-04-24,149000,151000,148000,148500,54169,8082561452,-1.98
2020-04-27,155500,168500,154500,158500,137872,22031355000,6.73
2020-04-28,159500,162000,153000,159000,50434,7962883000,0.32
2020-04-29,160000,163000,157500,158000,21517,3435480000,-0.63
2020-05-04,157500,158500,151000,153500,55079,8523053210,-2.85
2020-05-06,156500,161000,155000,159500,71067,11315796500,3.91
2020-05-07,160000,161000,156500,160500,41199,6570020500,0.63
2020-05-08,150500,152500,147500,150500,162984,24500397000,-6.23
2020-05-11,151500,154000,150000,150000,46462,7028359000,-0.33
2020-05-12,151500,151500,148000,149000,46939,6986864000,-0.67
2020-05-13,147000,153500,146000,151500,60799,9128790000,1.68
2020-05-14,152500,161000,151500,156000,90118,14108340500,2.97
2020-05-15,157500,160500,155000,158000,61413,9750399500,1.28
2020-05-18,160500,160500,156000,158500,23811,3769978500,0.32
2020-05-19,159500,162500,159000,161000,55805,8970368750,1.58
2020-05-20,160500,161000,156000,157500,47527,7516693500,-2.17
2020-05-21,157000,159000,155000,158500,32127,5044691000,0.63
2020-05-22,158500,159000,154500,155500,33934,5295719250,-1.89
2020-05-25,157000,158500,154000,157000,30339,4749042500,0.96
2020-05-26,158000,159000,156000,156500,31565,4966491000,-0.32
2020-05-27,156000,158000,156000,157000,37664,5911063000,0.32
2020-05-28,156000,157000,155000,155500,31933,4984512500,-0.96
2020-05-29,155000,167000,154000,167000,74107,11960474000,7.4
2020-06-01,162000,164000,160500,162000,41530,6726443500,-2.99
2020-06-02,160000,162000,158500,159500,33445,5342126500,-1.54
2020-06-03,159500,161500,157500,157500,51577,8201085500,-1.25
2020-06-04,157500,159000,154000,154500,58191,9079638000,-1.9
2020-06-05,155000,156500,154000,154500,36080,5587582000,0.0
2020-06-08,156500,156500,150500,151500,56457,8584012500,-1.94
2020-06-09,151500,154000,150500,151000,37566,5693206500,-0.33
2020-06-10,151000,152500,150000,150000,25250,3810584500,-0.66
2020-06-11,151000,151500,147000,149500,44795,6653290000,-0.33
2020-06-12,147000,147000,143000,143500,53698,7745746000,-4.01
2020-06-15,141500,144000,136500,136500,48751,6874095500,-4.88
2020-06-16,137500,143500,137500,141500,34890,4909570500,3.66
2020-06-17,140000,143500,137500,141000,51106,7180208000,-0.35
2020-06-18,140000,141500,138500,139500,41990,5875831000,-1.06
2020-06-19,140000,140500,136500,140000,48136,6658411500,0.36
2020-06-22,138000,140500,137500,138000,23348,3238770000,-1.43
2020-06-23,139000,139500,136000,137000,29986,4125080000,-0.72
2020-06-24,137000,138000,135500,137000,34685,4736828000,0.0
2020-06-25,135500,137000,134000,135000,39425,5338419000,-1.46
2020-06-26,135500,137000,134500,136000,27734,3761543250,0.74
2020-06-29,135500,138000,135000,137500,28942,3954292500,1.1
2020-06-30,137500,139500,136000,139000,28961,3996640000,1.09
2020-07-01,139000,140000,136500,138500,28473,3949477986,-0.36
2020-07-02,138500,140000,136500,138000,38622,5319124000,-0.36
2020-07-03,137500,143000,137500,142500,37091,5226774148,3.26
2020-07-06,142500,144000,140500,142500,37444,5342148376,0.0
2020-07-07,144000,146500,140500,141000,56617,8086533105,-1.05
2020-07-08,140000,141500,137000,137500,57429,7967596500,-2.48
2020-07-09,136500,137500,135500,135500,53529,7286227982,-1.45
2020-07-10,135500,135500,129500,129500,54173,7093872000,-4.43
2020-07-13,130500,130500,127500,128500,36879,4732362000,-0.77
2020-07-14,128500,130500,125000,126500,50636,6410841000,-1.56
2020-07-15,127000,129500,126500,129000,46649,5980794000,1.98
2020-07-16,129000,130000,128000,128000,27909,3589137000,-0.78
2020-07-17,128500,130000,128000,129000,18816,2425544500,0.78
2020-07-20,129500,129500,127000,127500,23986,3062223750,-1.16
2020-07-21,127500,129000,126500,127000,22255,2845478000,-0.39
2020-07-22,128500,129000,127000,128500,24425,3131491500,1.18
2020-07-23,128000,128500,126000,127000,23115,2936038500,-1.17
2020-07-24,126000,128000,125000,128000,21275,2698097000,0.79
2020-07-27,128000,129500,127000,127000,17070,2183947500,-0.78
2020-07-28,126500,128000,126000,126000,30145,3816754000,-0.79
2020-07-29,125000,126000,123500,124500,28181,3515681500,-1.19
2020-07-30,124000,127500,124000,125000,27562,3450523500,0.4
2020-07-31,124000,125000,123000,124500,35997,4468532500,-0.4
2020-08-03,124500,124500,121000,121500,46687,5685971000,-2.41
2020-08-04,121000,123500,120500,122000,26889,3280481500,0.41
2020-08-05,122000,125000,122000,123500,31919,3940747500,1.23
2020-08-06,123500,126500,123000,126000,36010,4514696000,2.02
2020-08-07,124500,129500,124500,129500,67588,8621357500,2.78
2020-08-10,130000,133000,129500,132500,55438,7304266500,2.32
2020-08-11,132000,134500,131500,133000,79586,10569230217,0.38
2020-08-12,133000,137500,132000,134000,116522,15664994800,0.75
2020-08-13,134000,136000,131000,132500,79699,10664569000,-1.12
2020-08-14,134000,136500,132500,133000,85814,11465134500,0.38
2020-08-18,131000,132500,128000,129000,67782,8792888000,-3.01
2020-08-19,127500,129500,125000,126500,41829,5298800250,-1.94
2020-08-20,125000,127500,123500,123500,37660,4710459000,-2.37
2020-08-21,123500,125000,121000,122500,30038,3695216500,-0.81
2020-08-24,122500,126000,120500,126000,45135,5550465780,2.86
2020-08-25,126000,126500,123500,126000,25095,3142034500,0.0
2020-08-26,125500,126500,124000,124500,23206,2894757000,-1.19
2020-08-27,124500,124500,123000,123000,69452,8585653000,-1.2
2020-08-28,123000,124500,121500,121500,31205,3818285500,-1.22
2020-08-31,125000,129500,122500,127500,101675,12851343500,4.94
2020-09-01,126000,127000,123500,125000,42326,5297225500,-1.96
2020-09-02,126500,126500,123500,124500,19259,2402984500,-0.4
2020-09-03,124500,126500,123500,123500,24846,3098199500,-0.8
2020-09-04,122000,123000,121500,122000,22870,2790497000,-1.21
2020-09-07,122000,125000,122000,124500,26510,3288887500,2.05
2020-09-08,123500,126000,123000,123500,35145,4385755000,-0.8
2020-09-09,123000,124500,121000,121000,59307,7242100500,-2.02
2020-09-10,121500,122000,119000,119000,50985,6124634000,-1.65
2020-09-11,119000,120000,118500,119500,28265,3367704500,0.42
2020-09-14,120000,121500,119500,121500,33405,4027544500,1.67
2020-09-15,120500,121500,119500,121000,32894,3955223012,-0.41
2020-09-16,120500,122000,120000,120500,34725,4201456000,-0.41
2020-09-17,120500,121500,119500,120500,43921,5280533500,0.0
2020-09-18,121500,121500,119500,120000,29857,3589014000,-0.41
2020-09-21,120000,121000,119000,119500,31538,3785754250,-0.42
2020-09-22,120000,120000,116000,116000,43916,5157210000,-2.93
2020-09-23,116000,120000,115500,117000,39121,4605914500,0.86
2020-09-24,117000,118000,115000,118000,32304,3769241000,0.85
2020-09-25,119000,119000,116000,117000,31816,3735908000,-0.85
2020-09-28,118500,121000,118000,120500,51485,6195998784,2.99
2020-09-29,121500,124000,120000,123500,71328,8729178683,2.49
2020-10-05,125000,125000,121500,124000,49855,6179248000,0.4
2020-10-06,123000,124500,123000,123000,45619,5647059500,-0.81
2020-10-07,121500,124000,120500,122500,52512,6420067076,-0.41
2020-10-08,123500,124500,123000,123500,28169,3489271500,0.82
2020-10-12,128000,131000,124500,126500,107811,13779139500,2.43
2020-10-13,127000,129000,123000,123500,45249,5613809500,-2.37
2020-10-14,123500,124500,121000,121000,48362,5923601000,-2.02
2020-10-15,121000,122000,120000,120000,31290,3773671500,-0.83
2020-10-16,120500,124500,118500,122000,41476,5015535500,1.67
2020-10-19,122500,129500,122000,128000,123078,15609082186,4.92
2020-10-20,128500,134000,126000,133000,154161,20174491000,3.91
2020-10-21,132500,136500,130500,136000,77972,10383823000,2.26
2020-10-22,133500,136000,131500,135000,52545,7069795000,-0.74
2020-10-23,133500,135500,130000,133500,52296,6962961000,-1.11
2020-10-26,132500,134500,128000,129000,36066,4702641000,-3.37
2020-10-27,127000,128000,124500,125000,41325,5201557000,-3.1
2020-10-28,123500,125000,121500,124500,28427,3500456500,-0.4
2020-10-29,122000,123000,121000,122500,23042,2809140000,-1.61
2020-10-30,122500,122500,118000,118000,33602,4022196000,-3.67
2020-11-02,119000,121000,117500,120000,13771,1642866500,1.69
2020-11-03,119500,123500,119500,123500,20674,2521872000,2.92
2020-11-04,124500,125500,122000,123500,18129,2242478500,0.0
2020-11-05,123000,128000,123000,128000,25794,3266770000,3.64
2020-11-06,127000,131500,126000,130000,41594,5388021500,1.56
2020-11-09,128000,131500,127500,130000,63139,8192470500,0.0
2020-11-10,132500,133000,129500,132000,69691,9155022000,1.54
2020-11-11,130000,142000,130000,141000,132622,18122756243,6.82
2020-11-12,139000,139500,135000,136500,79074,10847086604,-3.19
2020-11-13,134500,140000,132500,136500,92228,12544751000,0.0
2020-11-16,136500,140500,136000,140500,47620,6639893000,2.93
2020-11-17,138500,140000,135500,136500,44808,6153837000,-2.85
2020-11-18,135500,138000,132000,133000,29477,3939909000,-2.56
2020-11-19,134000,134000,129500,130500,33920,4424753000,-1.88
2020-11-20,129000,133000,129000,132500,19041,2506876500,1.53
2020-11-23,132500,134500,130500,131500,49113,6512158250,-0.75
2020-11-24,132500,132500,130500,131500,24514,3229235000,0.0
2020-11-25,132000,133500,129500,131000,33461,4383840500,-0.38
2020-11-26,129500,131000,129000,129500,19937,2582979000,-1.15
2020-11-27,128500,129500,127500,127500,31306,4012014500,-1.54
2020-11-30,127000,127500,123500,125500,84163,10504561000,-1.57
2020-12-01,126500,126500,125000,126000,24477,3081328500,0.4
2020-12-02,125500,130000,125000,129000,38959,4981702000,2.38
2020-12-03,127000,129500,127000,128500,28453,3645359500,-0.39
2020-12-04,127500,129500,126500,128000,38522,4921762000,-0.39
2020-12-07,127000,127000,124500,126000,42283,5304649000,-1.56
2020-12-08,127000,127500,125000,126500,21837,2758700000,0.4
2020-12-09,126500,127000,125500,125500,40457,5095464000,-0.79
2020-12-10,126000,130000,124500,128000,87637,11223348500,1.99
2020-12-11,129500,138500,129000,132000,135284,18044032000,3.13
2020-12-14,133500,134000,127500,128000,84091,10871438500,-3.03
2020-12-15,129000,131500,126000,127500,63092,8091028500,-0.39
2020-12-16,128000,128500,126500,127000,56310,7163004000,-0.39
2020-12-17,128000,130500,127000,130500,50919,6563457500,2.76
2020-12-18,130500,133000,129000,132500,48889,6425850500,1.53
2020-12-21,133000,138000,132000,137000,83942,11347544000,3.4
2020-12-22,137000,140500,135000,137500,74665,10329830000,0.36
2020-12-23,139000,139500,136000,136500,32156,4429285000,-0.73
2020-12-24,136000,138500,136000,138500,24520,3371917500,1.47
2020-12-28,140000,140000,136500,138000,28571,3940213000,-0.36
2020-12-29,135500,135500,132500,133500,46917,6268314500,-3.26
2020-12-30,133500,135500,132500,135500,25983,3485099000,1.5
